TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,TOR,ORB,FTR,2P_O,3P_O,YEAR
Arkansas St.,30,11,104.1,113.7,0.2646,49.4,18.6,30.2,33.1,49.2,33.2,2018
Coastal Carolina,29,14,101,105.2,0.3849,49,22,34.2,38.8,48.4,33.3,2018
Georgia Southern,31,21,104.8,104,0.5225,49.2,16.1,30.3,38.2,48.4,33.6,2018
Little Rock,30,7,93.4,105,0.2063,47.4,21.7,28.3,32.1,47.3,31.8,2018
Louisiana Lafayette,32,27,112.2,100.6,0.7774,52.7,18.3,35.9,38,52.4,35.4,2018
Louisiana Monroe,29,16,100.1,104.6,0.375,49.9,17.8,25.2,24.3,47,35.6,2018
South Alabama,30,14,96.8,101.2,0.3748,48.4,20.9,25.7,37.7,48.3,32.3,2018
Texas St.,31,15,99.7,104.2,0.3765,48.8,20.9,31.9,36.3,48.4,33.1,2018
Troy,31,16,104.7,105.9,0.4676,51.4,18,26.9,33.6,52.1,33.7,2018
UT Arlington,33,21,104.7,101.5,0.5886,52.5,20.1,30.8,34.8,51,36.5,2018
Appalachian St.,29,11,105.5,108,0.4322,51.4,17.8,25.9,37,51.3,34.4,2019
Arkansas St.,30,13,102.4,108.8,0.3315,47.2,19.4,33.7,37.9,46.5,32.3,2019
Coastal Carolina,32,17,106.4,104.2,0.5592,51.8,19.6,32.7,39.4,49.4,37,2019
Georgia Southern,31,21,107.3,100.3,0.6826,54.3,18.6,27.4,35,56.8,32.4,2019
Little Rock,29,10,98.2,104.2,0.336,54.4,22.6,24.3,42.5,54.9,35.6,2019
Louisiana Lafayette,30,19,106.3,106.5,0.4945,50.9,17.4,29.1,35.1,50.5,34.2,2019
Louisiana Monroe,34,19,111.3,108.6,0.5706,54,16.2,26.9,35.8,49.6,39.7,2019
South Alabama,32,17,102.8,106.6,0.3963,52.9,19.5,25.5,35.1,51.1,37,2019
Texas St.,32,24,101,98.5,0.5698,50,19.6,33.2,34.4,50.8,32.4,2019
Troy,28,12,100.8,108.1,0.308,51,19.9,27.2,31.7,51.7,33.2,2019
UT Arlington,32,17,100.5,98.9,0.5469,47,20.3,31,34.5,47.9,30.5,2019
Chattanooga,30,20,102.4,103.3,0.4745,50.5,19.4,32.5,43.8,49.9,34.4,2015
East Tennessee St.,28,14,101.1,104.5,0.4069,49.8,18.7,29.6,39.8,45.5,36.7,2015
Furman,31,9,97.6,109.5,0.2099,49,21.1,29.5,44.1,48.9,32.8,2015
Mercer,33,17,103.3,102.5,0.5223,49.3,17.6,33.3,40.2,48.3,34.2,2015
Samford,31,12,99.9,110.1,0.2456,49.8,19.2,30.1,37.9,49.2,34,2015
The Citadel,27,8,101.4,120,0.126,51.7,21.7,31.3,38,46.8,40.2,2015
UNC Greensboro,30,8,98.8,106.2,0.3019,49.7,18.8,30.6,31.3,47.6,36.1,2015
VMI,28,9,96.8,106.9,0.2431,46.9,19.6,31.9,29.8,46.7,31.4,2015
Western Carolina,30,13,100.5,104.7,0.3856,48.8,20.1,34.7,34.6,47.2,34.8,2015
East Tennessee St.,34,22,105.4,106.5,0.4713,53,18.1,28.3,34.9,50.4,38.3,2016
Furman,33,17,103,106.3,0.4094,51.5,20.5,32.1,43.3,54.2,31.9,2016
Mercer,32,16,104.3,107.3,0.4198,49.4,18.9,36.1,31.7,47.9,35.2,2016
Samford,31,11,101.1,108.1,0.3177,50.1,19.6,29.4,44.7,51,31.9,2016
The Citadel,29,7,100.9,117.3,0.1504,48.8,16.9,26.7,31.1,50.1,31.7,2016
UNC Greensboro,31,12,101.4,106.3,0.368,51.3,17.7,27.1,28,49.1,36.3,2016
VMI,27,6,96,110.8,0.1606,47.1,18.5,26.3,27,45.7,32.5,2016
Western Carolina,31,13,99.2,104.2,0.3609,48.8,20,30.4,38.2,48.3,33,2016
Wofford,30,13,104.9,107.5,0.4303,51.7,18,26.2,38.4,45.8,40.9,2016
Chattanooga,29,19,105.3,101.2,0.6113,51.9,19.8,31.2,40.3,53.3,33.1,2017
Furman,33,23,106.2,100.9,0.6412,54.9,19.2,27.2,32.1,53.3,38.1,2017
Mercer,30,15,108.5,106.4,0.5569,50.4,18,33.9,32.8,49.6,34.4,2017
Samford,34,20,107.1,106.3,0.5232,53,19,29.4,41.5,50.2,38.9,2017
The Citadel,30,12,104.2,115.6,0.2331,49.3,17.2,28,32.8,47.8,33.9,2017
UNC Greensboro,32,25,106.5,103.9,0.5708,52.4,19.9,34.3,30.1,50.4,37,2017
VMI,28,6,96.7,112.4,0.1515,48.1,18.9,26.6,29.5,48.2,32,2017
Western Carolina,30,9,89.2,103.6,0.1532,43.1,23.2,31.5,27.7,41.9,30.4,2017
Wofford,30,16,108.8,107.4,0.5377,52.7,17.5,28.1,31.9,49.4,38.4,2017
Chattanooga,31,10,98.3,111.5,0.19,50.1,20.6,26.6,34.6,48.6,34.8,2018
East Tennessee St.,32,25,103.5,97.5,0.6652,53.8,19.7,30.7,33.1,54.8,34.7,2018
Furman,31,23,108.1,100.8,0.6911,54.9,16.5,27,28.2,56.8,35.3,2018
Mercer,32,19,111.1,110.5,0.5157,54.3,18.8,31.4,35.7,52.7,37.8,2018
Samford,30,10,106.5,119.4,0.211,54.4,19.1,24.7,30.8,53.3,37.2,2018
The Citadel,29,11,100.8,114.7,0.1849,49.1,18.7,27.4,32.7,47.9,33.4,2018
VMI,28,9,89.3,106.7,0.114,45.7,21.4,25.4,27.7,43.7,32.3,2018
Western Carolina,30,12,95,108.1,0.1838,46.8,21.7,29,31.8,45.3,33,2018
Wofford,31,21,108,107.8,0.5047,55.2,18.2,25,28.5,50.9,40.2,2018
Chattanooga,29,12,101,107.5,0.3286,51.5,19.1,24.6,24.2,49.3,36.3,2019
East Tennessee St.,32,24,107.9,102,0.6568,54.6,20,37,30,55,35.9,2019
Furman,30,25,107.7,96.6,0.7788,55.4,18.4,28.7,24.9,56.7,36,2019
Mercer,29,11,101.9,105.3,0.4054,51,19.3,28.8,35.7,51.2,33.8,2019
Samford,32,17,105.5,103.2,0.5631,54.1,19.3,28.1,33.9,53,37.3,2019
The Citadel,27,12,106,114,0.3011,52,17.3,25.1,25.8,54.2,33.5,2019
UNC Greensboro,34,29,104.4,98.1,0.6724,51.2,17.1,31.4,30.6,51.4,33.8,2019
VMI,29,11,101.2,111.9,0.2382,50.1,16.5,21.7,29.2,47.6,35.4,2019
Western Carolina,31,7,99.9,109.6,0.2557,53.6,25.1,28.4,34.8,52.3,36.8,2019
Alabama,33,18,110.1,98.2,0.7881,50.7,18.7,29.6,43.7,52.3,32.2,2015
Auburn,34,14,105.3,101.6,0.6016,46.9,18.9,27.6,48.8,43.4,35,2015
Florida,33,16,105.8,89.4,0.8746,49.6,19.6,31.7,31.4,50.3,32.4,2015
Mississippi St.,31,12,99.6,97,0.5751,47.5,23.3,32.3,46.4,47.9,31.1,2015
Missouri,31,8,99.3,101.5,0.4366,45.8,20.2,29.4,32.5,44.2,32.5,2015
South Carolina,32,16,104.5,92.2,0.8078,45.2,19.6,34.6,37.3,45.2,30.1,2015
Tennessee,32,16,107.5,101,0.6728,48.2,19.7,37,32.3,47.4,33.1,2015
Texas A&M,33,21,107.9,95.3,0.8054,50.5,19.2,34.1,38.1,49.6,35.1,2015
Vanderbilt,34,20,114.1,99.2,0.8325,54.4,20,31.9,42.4,51.5,39.6,2015
Alabama,33,18,105.4,96.3,0.7387,49.6,19.9,28.3,40.7,48.5,33.9,2016
Arkansas,32,16,109.5,99,0.7602,49.7,15.3,30.9,37.6,46.1,39.7,2016
Auburn,31,11,100.4,102.4,0.4438,47.3,18.9,27.9,41,44.3,34,2016
Florida,36,21,110,93.2,0.8703,48.5,16,32.9,39.5,48.9,31.9,2016
Georgia,34,20,108,96.4,0.7881,48.1,19.2,32.4,43.5,44.8,36.8,2016
LSU,33,19,111.8,100.5,0.7743,51.1,16.2,29.8,43,52,32.7,2016
Mississippi,32,20,111,100.6,0.7556,48.1,17.1,34.6,41.3,46.5,33.8,2016
Mississippi St.,31,14,108.7,99.1,0.7448,51.7,18,29.7,29.5,52.6,33.4,2016
Missouri,31,10,102.9,102.6,0.5088,47.2,18,26.8,39.6,47.6,31,2016
South Carolina,33,24,108.1,95.3,0.809,48.5,18.9,37.5,43.2,46.6,35.4,2016
Tennessee,34,15,110.5,102,0.7154,48,15.8,32.1,34.1,47.4,32.7,2016
Alabama,34,19,104.4,91.8,0.8142,48.2,20.4,34.1,39.1,48.7,31.7,2017
Auburn,32,18,112.4,102.5,0.7425,51.1,17.9,30.3,42.5,48.5,36.6,2017
Georgia,33,19,107.9,95.9,0.7961,48.1,18.6,28.9,40.7,48.3,31.8,2017
LSU,31,10,108.3,109.4,0.471,50.2,19.8,31.2,31.5,50.2,33.6,2017
Mississippi,36,22,110.3,100.3,0.7494,48.8,19.3,33.9,42.8,46.8,34.7,2017
Mississippi St.,32,16,104.1,98.3,0.6567,51.1,19,27.1,33.9,50.4,34.7,2017
Missouri,32,8,101.3,100,0.5386,45.2,16.9,28.2,38.7,45,30.4,2017
Tennessee,31,16,109.3,96.3,0.81,46.8,17.4,31.8,42.9,46,32.4,2017
Texas A&M,31,16,108.3,95.6,0.8071,51.2,21.2,37.4,33.3,52.1,32.9,2017
Georgia,33,18,107.5,95.3,0.8007,47.5,19.2,34.8,40.1,47.4,31.8,2018
LSU,33,18,114.2,102.7,0.7721,54.5,16.6,29.2,32.5,56.3,34.6,2018
Mississippi,32,12,110.4,103.9,0.6687,48.3,15.9,31.3,33.8,48.7,31.9,2018
Mississippi St.,36,25,111.2,96.6,0.8343,52.2,19.1,32.1,31.7,55.2,31.5,2018
South Carolina,32,17,104.7,94.8,0.759,46.2,19.7,33.6,42.8,43.5,33.8,2018
Vanderbilt,32,12,114.7,105.9,0.7142,51.8,17.7,28.6,36.2,50.8,35.3,2018
Alabama,34,18,107.4,95.6,0.7931,50.3,19.5,31.5,38,49.9,34,2019
Arkansas,34,18,109.3,96.7,0.8046,51,18.3,28.3,38.4,50.6,34.5,2019
Georgia,32,11,105,100,0.6344,50.1,22.5,32.7,41.3,51.1,32.2,2019
Missouri,32,15,107.3,95,0.8011,50.5,21,31.9,29.8,47.6,36.3,2019
South Carolina,31,16,107.8,96.3,0.7861,48.3,19.2,31.8,36.2,44.9,36.5,2019
Texas A&M,32,14,106.4,98.3,0.7129,49.3,20,32.7,34.2,51,30.8,2019
Vanderbilt,32,9,100.3,100.1,0.5062,48.6,20.5,29,40.6,50,31.1,2019
Abilene Christian,28,7,90.6,111.3,0.0854,47.3,19.8,24.1,28.3,42,37.8,2015
Central Arkansas,29,2,89.1,116.3,0.0447,48.8,25.6,28,39.3,46.5,35.3,2015
Houston Baptist,24,8,98.6,115.7,0.1377,47.4,21.4,37.6,39.4,47.5,31.5,2015
Incarnate Word,25,14,104.1,111.9,0.3028,52,15.7,25.7,45.3,51.8,35,2015
Lamar,26,11,97.4,107.6,0.2414,49.7,23.4,34.6,41.9,50.7,31.9,2015
McNeese St.,27,11,99.2,110.4,0.2258,46.4,16,33.7,30.9,45.9,31.6,2015
New Orleans,26,8,95.7,109.4,0.1768,46.5,22.2,35.7,45.9,45.2,33.9,2015
Nicholls St.,26,7,89.6,105.5,0.1321,47.8,25,30.1,42.4,48.4,31.2,2015
Northwestern St.,28,15,109.3,115.9,0.338,52.9,15.9,29.8,35.1,51.6,36.8,2015
Sam Houston St.,31,22,101.6,94.4,0.6991,47.6,19.7,36,46.3,47.3,32.1,2015
Southeastern Louisiana,31,8,94.4,107.1,0.1899,50.9,22.5,29.1,32.5,53,31.2,2015
Texas A&M Corpus Chris,32,18,99.3,103,0.396,49.2,19.4,30.3,51,48.7,33.5,2015
Abilene Christian,27,9,96.3,111.8,0.1529,50.5,19.2,24.5,40.3,48.4,36.3,2016
Central Arkansas,28,7,99.8,117.8,0.1291,49.9,19.7,31.3,41.9,47.4,37.2,2016
Houston Baptist,30,13,100.2,112.8,0.2027,50.5,21.1,29.6,44.9,49.3,35.5,2016
Incarnate Word,25,14,99.6,110.7,0.2274,49.9,17.8,22.5,35.5,44.7,38.9,2016
Lamar,26,7,95.3,112.8,0.1254,47.4,20.5,33.4,42.6,46.7,32.6,2016
McNeese St.,26,7,97,114.5,0.1298,46.7,17.7,28.1,36.2,44.9,33.2,2016
New Orleans,27,7,95.3,111.8,0.1371,45.1,19.7,34.8,43.2,43.8,32.5,2016
Nicholls St.,31,8,91.2,107.2,0.1355,47.1,22,25,40.4,47.7,30.9,2016
Northwestern St.,24,5,100.8,118.2,0.1378,50.2,19.5,27.3,35.2,49.5,34.3,2016
Sam Houston St.,30,15,101.1,107.4,0.3323,49.3,16.9,28.8,36.6,48,34.1,2016
Southeastern Louisiana,31,10,96.2,112.1,0.1468,51.1,21.5,29.4,37,49.1,36.5,2016
Texas A&M Corpus Chris,31,23,100.7,103.4,0.4251,49.2,17.7,30.9,37.7,48.2,34.1,2016
Abilene Christian,25,13,97.5,107.5,0.245,52.5,21,23,34.7,50.7,37.1,2017
Central Arkansas,32,8,102.9,117.5,0.1794,49.8,19.1,28.8,35.9,46.7,37.5,2017
Houston Baptist,27,17,103.9,110.7,0.3266,49.1,19.3,35.7,37.8,48.6,33.5,2017
Incarnate Word,25,12,100.7,113.7,0.1993,51.4,18.6,22.2,43.6,48.2,37.8,2017
Lamar,30,19,102.4,108.2,0.3458,51,19.5,31.2,40.3,49.3,35.8,2017
McNeese St.,26,7,95.6,110.2,0.1628,47.5,19.8,25.4,34.4,46.2,33.4,2017
Nicholls St.,27,14,100.3,112.4,0.2132,49.5,20.4,26.8,35.8,49,33.5,2017
Northwestern St.,25,13,100,112.5,0.2056,50.1,20.8,29.6,41,47.9,36.3,2017
Sam Houston St.,30,21,95.8,102.9,0.3053,47.1,19.3,31.6,36.3,47.7,30.6,2017
Southeastern Louisiana,30,16,96.3,103.1,0.3141,50.2,22.8,35,37,48.3,36.1,2017
Stephen F. Austin,30,18,95.4,102.9,0.2943,49.2,24.8,34.7,40.6,50.3,31.4,2017
Texas A&M Corpus Chris,33,24,102.3,102.3,0.502,51.3,18.8,29.3,37.1,52.1,32.8,2017
Abilene Christian,28,16,96.5,106.6,0.2423,50.4,20.3,27.3,31.5,51.9,31.8,2018
Central Arkansas,34,18,104.2,109.8,0.3542,51.7,18.3,27.2,36.1,50.7,35.6,2018
Houston Baptist,28,6,99.2,115.4,0.1491,46,18.8,34,35.5,44.4,32.8,2018
Incarnate Word,24,7,94.5,113.9,0.1047,47.6,23.2,26.9,41.1,45.4,34.6,2018
Lamar,29,19,101.1,105.1,0.3909,48.5,17.9,31.7,36.3,46.7,34.4,2018
McNeese St.,25,12,99.2,111,0.2155,48.8,19,29.3,32.7,47.3,34.6,2018
New Orleans,30,16,97,108.1,0.2222,48.8,21.9,32.6,41.5,47.3,35.6,2018
Nicholls St.,28,21,101.8,103.8,0.4465,51.9,20.4,30.5,37.3,51.6,34.8,2018
Northwestern St.,25,4,88.2,109.9,0.0743,44.3,24.7,32.4,33.2,44.9,28.3,2018
Sam Houston St.,32,21,101,106.1,0.3629,48.2,18.8,32.5,34,47,33.7,2018
Southeastern Louisiana,31,22,102.7,104.8,0.4426,51.2,19.6,29.5,35.3,50.9,34.4,2018
Texas A&M Corpus Chris,26,11,93.7,107.9,0.1637,48.1,23,28.8,37,46.7,34.4,2018
Central Arkansas,30,14,98.6,110.7,0.2097,49.1,19.7,24.5,34.2,46.3,35.3,2019
Houston Baptist,28,12,102.2,112.1,0.2576,49.6,19.5,33.8,42.4,49.3,33.4,2019
Incarnate Word,27,6,97.2,119.2,0.0875,51.9,24.1,23.1,34.8,51.4,35.1,2019
Lamar,29,20,103,107,0.3905,49.3,20,36.2,42.3,48.8,33.6,2019
McNeese St.,27,9,96.3,113.6,0.1306,49.8,21.3,29.7,38.8,51.3,31,2019
New Orleans,29,19,96.2,105.2,0.2631,48,21.8,32.8,36,47.2,33.3,2019
Nicholls St.,27,14,98.3,110.3,0.2102,50.1,17.2,23.5,21.9,45.4,37,2019
Northwestern St.,28,11,89,109.4,0.085,44.7,22.7,28.9,33.6,46.2,28,2019
Sam Houston St.,30,21,105.6,106.4,0.477,51.8,18.3,29.7,26,48.6,37.5,2019
Southeastern Louisiana,31,17,98.9,105.4,0.3256,50.4,24.1,32.5,37.2,50.4,33.6,2019
Stephen F. Austin,26,14,94.5,108.8,0.1655,48.4,20.5,29.1,36.2,47.6,33.3,2019
Texas A&M Corpus Chris,28,14,93.9,104.1,0.2355,47.9,22.3,31.1,29.8,47.6,32.3,2019
Denver,30,12,103.5,107.5,0.3943,56.2,19.1,19.3,31.2,55.5,38,2015
IPFW,28,13,104.5,107.5,0.418,53.3,18.7,25.1,41.1,52.6,36.3,2015
IUPUI,31,10,92.4,101.2,0.258,46.5,23.6,31.1,32.8,47.3,29.6,2015
Nebraska Omaha,28,11,100.3,108,0.2994,49.3,18.3,30.5,42.6,49.2,33.1,2015
Oral Roberts,32,17,104.1,107.5,0.4106,48.1,17.6,29.5,44.5,45.6,35.8,2015
South Dakota,31,15,101,106.4,0.3558,47.1,16.7,31,33.7,44.2,35.8,2015
South Dakota St.,33,22,106.7,100.2,0.6727,51.9,16.9,28.8,40.4,48.6,38.1,2015
Western Illinois,26,6,89.4,106.8,0.1153,45.3,18.3,20,30.3,41.2,35.2,2015
Denver,31,16,102.2,103.7,0.4573,55.7,20.8,20,36.6,54.3,38.3,2016
IPFW,32,22,110.4,108.4,0.5522,54,17.3,28.1,33.4,49,40.3,2016
IUPUI,31,12,97.8,102.1,0.3794,46.9,18.9,27.7,31.9,45.6,33.3,2016
Nebraska Omaha,30,16,108.1,107.8,0.5084,51.9,16.6,28.1,42.6,52.6,33.6,2016
North Dakota St.,31,18,100.1,99.8,0.5098,49.9,16.2,25.6,33.9,49.1,34.1,2016
Oral Roberts,29,12,106.4,107,0.485,50.5,17.3,28.1,36.6,48,38,2016
South Dakota,30,12,104.7,109.9,0.3625,51.7,16.4,25,30.1,50.5,36.4,2016
Western Illinois,24,7,99.5,106.2,0.3205,49.3,18.2,25.5,32,46,37.8,2016
Denver,30,16,105.5,109.4,0.396,54.8,19.4,28.8,34.6,52.1,40.2,2017
Fort Wayne,30,20,107.1,106.7,0.511,56.4,17.8,28.8,25.8,54.9,39,2017
IUPUI,30,14,105.4,109.1,0.4022,51.6,16.8,29.6,33.2,48.5,37.8,2017
Nebraska Omaha,31,18,106.8,108,0.4684,52.3,18.3,28.9,40.6,49,38.4,2017
North Dakota St.,28,19,102.7,104.5,0.4509,52.2,16.9,25,39.7,50.8,36.3,2017
Oral Roberts,28,8,103,109.4,0.3327,49.6,16.7,25,30.6,47.9,35.4,2017
South Dakota,32,22,102.8,102.9,0.4986,49.6,16.2,27.5,42.7,48.8,34.2,2017
Western Illinois,26,8,96.7,107.9,0.221,50.4,18.4,18.9,29,45.1,38.7,2017
Denver,28,15,102,105.2,0.4133,52.4,21.8,30.6,32.8,49.2,39.5,2018
Fort Wayne,29,18,106.9,108.2,0.4657,52.9,15.7,25.6,31.6,51.3,36.6,2018
Nebraska Omaha,29,9,103,114.6,0.2275,51.3,18,24.9,27.3,50,35.8,2018
North Dakota St.,29,15,103.3,104.9,0.4541,53.7,18.4,23,30.4,52.5,36.8,2018
Oral Roberts,28,11,104.8,111.8,0.3222,48.9,19,35,24.3,47.7,34.2,2018
South Dakota,31,26,108.3,98.6,0.7458,52.1,15.7,29.4,35.7,51.9,35,2018
Western Illinois,24,12,96.4,106.1,0.2487,49.9,18.6,18,28.3,48.6,34.9,2018
Denver,29,8,98.3,111.5,0.1916,50.2,19.7,26.4,26.2,47.8,36.2,2019
Fort Wayne,30,18,106.5,107.1,0.4839,55.8,16.8,23.1,26.9,55.8,37.2,2019
Nebraska Omaha,31,21,108.4,109.5,0.4722,54.4,13.5,24.8,24.1,51.8,39.3,2019
Oral Roberts,30,11,103.6,112.6,0.2769,52.2,20.4,29.8,26.1,50.7,36.4,2019
South Dakota,28,13,100.2,104.9,0.3711,50.1,16.1,21.5,35.9,49.6,33.9,2019
South Dakota St.,32,24,111.3,104.2,0.6822,58.5,16.3,23.9,31.9,56.2,41.2,2019
Western Illinois,29,10,96.9,106.8,0.2463,49.8,16.3,22.6,23.2,45.9,38.2,2019
Alabama A&M,28,8,92.8,113.9,0.0867,44.7,21.9,35.2,41.6,45.4,29.1,2015
Alabama St.,27,17,94.4,105.2,0.2249,48.2,19.7,36,34.6,46.4,35.4,2015
Alcorn St.,30,5,91.6,118.2,0.0502,43.1,17.2,30.2,37.5,43.3,28.4,2015
Arkansas Pine Bluff,32,12,90.1,108.7,0.1035,46.3,23.5,30.5,35.6,44.2,33.3,2015
Grambling St.,27,0,76.7,117,0.0077,39.4,26.1,28.9,39.6,38.4,28.3,2015
Jackson St.,32,11,88.6,102.5,0.1581,42.9,21.9,37.7,32.9,43.7,27.4,2015
Mississippi Valley St.,32,6,89,116.3,0.0439,42.7,20.9,30.1,33,41.7,30.3,2015
Prairie View A&M,32,14,95.6,106.9,0.2165,47.5,20.7,32.1,30.9,46.7,33.1,2015
Southern,32,15,90.9,102.6,0.2001,45.1,20.1,32.1,40.5,44.9,30.6,2015
Alabama A&M,28,10,98.3,113.6,0.1599,46.6,17.6,31.6,38.4,49,28.4,2016
Alabama St.,29,12,98,110.8,0.197,45.8,17.2,31.4,31.7,43.6,33.3,2016
Alcorn St.,28,13,96.8,111.5,0.1647,45.6,21.1,34.8,38.4,45.3,30.8,2016
Arkansas Pine Bluff,33,8,87.8,109.6,0.0719,45,23.8,27.7,30.1,44.7,30.3,2016
Grambling St.,28,4,85.9,110.5,0.0523,43.8,21.7,24.9,44.2,45.3,27.4,2016
Jackson St.,34,18,94.1,101.1,0.3056,45.7,17.8,32.3,30.4,45.4,30.8,2016
Mississippi Valley St.,35,8,90.2,111,0.0844,43,18.5,27.1,31.3,42,30.3,2016
Prairie View A&M,31,7,88.3,107.1,0.0987,41.8,21.8,30.7,36.4,42.1,27.3,2016
Texas Southern,33,18,105,108.7,0.4028,51.8,19.3,35.3,41.5,52.3,33.8,2016
Alabama A&M,29,2,90.4,123.6,0.0266,44.3,19.8,29.3,39.5,45.6,27.5,2017
Alabama St.,30,8,90.2,114.1,0.0625,44.3,22,34.5,34.6,44.4,29.4,2017
Alcorn St.,29,18,94.1,106.7,0.1906,47.9,20.4,31.9,32.8,47.9,32,2017
Arkansas Pine Bluff,30,6,84,110.8,0.0396,46,25.9,29.9,32.8,42.9,34.4,2017
Grambling St.,30,15,94.7,112.9,0.1175,46.8,20.2,32,38.1,46.6,31.5,2017
Jackson St.,29,14,92.2,108.8,0.1295,44.2,18.5,34,33.7,44,29.8,2017
Mississippi Valley St.,32,7,94.6,118.8,0.0684,46.6,19.7,30.4,33.5,44.9,34.3,2017
Prairie View A&M,31,13,96.9,111.2,0.1705,48.6,18.8,24.7,35.4,46.4,34.9,2017
Southern,30,15,96.7,114.7,0.1225,47.8,19.8,34.2,42.8,47.6,32.1,2017
Alabama A&M,31,3,87.6,115,0.0419,45,24.2,30,31.4,44.8,30.3,2018
Alabama St.,31,8,94.3,115.9,0.0858,46.5,19.9,31.9,35.2,45.2,32.8,2018
Alcorn St.,28,11,94.4,114.4,0.0992,48.3,20.8,27.1,33.7,47.8,32.7,2018
Arkansas Pine Bluff,35,14,92.7,110.2,0.1208,49.6,20.6,23.4,36.6,49.7,32.9,2018
Grambling St.,30,17,93.2,106.4,0.1789,45.6,21,32,40.7,44.5,32.6,2018
Jackson St.,30,12,89.2,108.2,0.0977,43,17.3,30.7,24.9,39.3,32.8,2018
Mississippi Valley St.,32,4,89.6,114.5,0.0564,42.6,19.1,30.4,29.1,41.6,30.1,2018
Prairie View A&M,33,16,100.1,110.2,0.2483,48.9,18.5,31.3,39.2,49.2,32.3,2018
Southern,31,15,93.5,109.4,0.1415,44.3,19.3,32.9,41.5,42.3,33.2,2018
Alabama A&M,32,5,87.2,109.3,0.0692,45.8,22.3,28,25.1,45,31.6,2019
Alabama St.,29,12,93.6,111.7,0.1156,46.1,21,31.6,37.4,44.7,32.1,2019
Alcorn St.,27,10,89,112.6,0.0628,45.7,24.1,30.1,30.5,45,31.3,2019
Arkansas Pine Bluff,31,13,94.1,110.8,0.1324,48.4,22.1,29.1,42.4,47,34,2019
Grambling St.,31,17,94.9,104,0.2607,50,22.1,25.8,43,45.5,40.2,2019
Jackson St.,30,13,90,104,0.1592,44.6,20.4,28.7,34.3,45.9,27.9,2019
Mississippi Valley St.,31,6,89.8,113.2,0.0657,41.9,18.5,28.4,33.7,40.1,31,2019
Southern,31,7,92.8,110,0.1242,48.9,23.2,30.2,34.6,48.8,32.6,2019
Texas Southern,36,24,102.8,109,0.3392,50.8,19.8,32.5,40.8,52.2,32.1,2019
Cal St. Bakersfield,30,11,98.3,105.4,0.3097,46,20.1,33.4,37.7,45,32,2015
Chicago St.,29,5,87.8,106,0.1028,42.3,23.5,33.6,27.1,40.6,30.2,2015
Grand Canyon,30,15,104.1,112.9,0.2831,50.4,17.1,26.8,40.1,50.2,33.7,2015
Seattle,32,16,96.6,101.7,0.3576,50.8,22,30.9,36.4,47.5,37.8,2015
UMKC,31,12,96.5,107.2,0.2305,46.1,20,31.7,40.3,43.7,33.4,2015
UT Rio Grande Valley,28,7,91.5,111.2,0.0959,44.7,20.9,30.4,38.6,45.6,28.2,2015
Utah Valley,28,9,91.1,106.5,0.1431,44.5,20.3,28.5,33.3,44.4,29.8,2015
Chicago St.,29,1,90.8,112.5,0.0786,42.6,20.4,29.5,28.1,40.9,30.1,2016
Grand Canyon,32,25,103.1,100.7,0.5683,49.8,16.9,32,41.5,48.3,35.6,2016
New Mexico St.,32,21,101.3,95.9,0.6525,50.2,20.2,36,36.9,50.7,32.5,2016
Seattle,30,13,94,104.9,0.2194,47.5,23.1,32.5,36,44.7,35.5,2016
UMKC,28,9,101.9,110.6,0.2797,48.8,19.4,32.7,35.3,45.5,36.8,2016
UT Rio Grande Valley,27,5,94.1,115.4,0.0872,47.2,17.7,23,29.6,45.7,33.1,2016
Utah Valley,27,9,99.4,109.8,0.241,48.6,17.4,22.9,34.5,46.3,34.6,2016
Cal St. Bakersfield,32,25,100.4,92.1,0.7287,48.3,20.8,32.6,38,46.9,34.2,2017
Chicago St.,29,6,91.3,110.7,0.0985,42.4,19.6,26.1,27.8,40.7,30.4,2017
Grand Canyon,29,22,100.4,98.1,0.5685,48.4,18.2,29.1,42.1,47.8,33,2017
Seattle,27,13,95.3,102.8,0.2955,50.5,20.6,20.6,36.2,50.3,33.9,2017
UMKC,32,18,102.8,107.3,0.3779,50.6,19.7,27.1,38.4,47.3,36.9,2017
UT Rio Grande Valley,29,10,99.7,112,0.2094,48.3,20.2,29.5,32.5,48,32.5,2017
Utah Valley,31,17,99.5,98.6,0.527,50.9,20.4,23.8,37.3,52.9,32.3,2017
Cal St. Bakersfield,27,12,96.6,102.5,0.335,46.5,20.7,30.7,34.7,47.5,29.8,2018
Chicago St.,30,3,94.9,118,0.0756,44.6,20.9,25.5,31.6,43.6,31.4,2018
Grand Canyon,33,22,101.9,96.5,0.6514,48.5,18.8,31.7,39.1,49.2,31.7,2018
Seattle,31,20,103.7,104.6,0.4744,51,19.6,29.7,34.5,47.4,37.2,2018
UMKC,29,10,98.3,107.3,0.2674,47.8,18.2,21.3,34.4,45.6,33.5,2018
UT Rio Grande Valley,31,15,97.4,108.3,0.2285,44.8,17.8,28.2,41.2,44.3,30.5,2018
Utah Valley,31,23,109,102,0.6814,54.2,19.8,30.9,39.1,51.9,38.9,2018
Cal Baptist,27,16,104.9,107.5,0.4321,51.2,18,28.8,32.4,50.4,34.8,2019
Cal St. Bakersfield,31,18,101.4,107.2,0.3441,46.6,19,37.9,29.2,46.7,31,2019
